session_id,start_time,end_time,ip_address,country,language,messages_sent,sentiment,escalated,forwarded_hr,full_transcript,avg_response_time,tokens,tokens_eur,category,initial_msg,user_rating
session_131,2025-03-12 11:33:45,2025-03-12 11:34:45,102.54.23.11,Spain,French,2,Positive,No,No,https://chatbotlogs.com/session_15,2.24,156,0.047,Personal,Why can’t I log in?,
session_132,2025-03-12 11:51:55,2025-03-12 12:01:55,145.75.32.1,Netherlands,Dutch,10,Positive,No,No,https://chatbotlogs.com/session_265,2.9,660,0.198,Personal,When do I get paid?,5.0
session_133,2025-03-12 13:48:01,2025-03-12 13:49:01,82.217.56.10,Netherlands,Dutch,2,Neutral,No,No,https://chatbotlogs.com/session_94,2.17,158,0.047,General,How's the weather?,1.0
session_134,2025-03-12 16:29:24,2025-03-12 16:38:24,82.217.56.10,Netherlands,Dutch,8,Positive,No,No,https://chatbotlogs.com/session_228,2.72,552,0.166,Scheduling,Where can I see my schedule?,4.0
session_135,2025-03-12 17:06:34,2025-03-12 17:15:34,145.75.32.1,Netherlands,Dutch,11,Negative,Yes,Yes,https://chatbotlogs.com/session_156,1.81,836,0.251,IT Support,Who do I talk to about my pension plan options?,1.0
session_136,2025-03-12 18:56:02,2025-03-12 19:06:02,82.217.56.10,Netherlands,Dutch,8,Positive,Yes,Yes,https://chatbotlogs.com/session_154,2.15,392,0.118,Scheduling,How do I file an official grievance against a coworker?,5.0
session_137,2025-03-12 22:13:02,2025-03-12 22:14:02,145.75.32.1,Netherlands,Dutch,2,Positive,No,No,https://chatbotlogs.com/session_45,1.92,122,0.037,Personal,What are the company policies?,5.0
session_138,2025-03-13 06:03:23,2025-03-13 06:12:23,145.75.32.1,Netherlands,Dutch,9,Positive,No,No,https://chatbotlogs.com/session_45,1.92,495,0.149,Personal,What are the company policies?,5.0
session_139,2025-03-13 09:33:30,2025-03-13 09:42:30,82.217.56.10,Netherlands,Dutch,6,Positive,No,No,https://chatbotlogs.com/session_297,2.56,360,0.108,Scheduling,Where is the break room?,
session_140,2025-03-13 10:01:21,2025-03-13 10:10:21,82.217.56.10,Netherlands,Dutch,6,Neutral,No,No,https://chatbotlogs.com/session_94,2.17,450,0.135,General,How's the weather?,1.0
session_141,2025-03-13 10:04:46,2025-03-13 10:14:46,192.168.1.1,Netherlands,English,7,Positive,No,No,https://chatbotlogs.com/session_192,3.35,294,0.088,Scheduling,How do I contact HR?,
session_142,2025-03-13 10:24:26,2025-03-13 10:33:26,82.217.56.10,Netherlands,Dutch,10,Positive,Yes,No,https://chatbotlogs.com/session_82,2.18,450,0.135,Scheduling,Can you tell me a secret?,
session_143,2025-03-13 11:21:22,2025-03-13 11:22:22,37.77.184.22,Netherlands,Dutch,1,Positive,No,No,https://chatbotlogs.com/session_3,1.62,48,0.014,Scheduling,How do I contact HR?,1.0
session_144,2025-03-13 11:26:39,2025-03-13 11:27:39,145.75.32.1,Netherlands,Moroccan Arabic,2,Positive,Yes,No,https://chatbotlogs.com/session_196,2.37,154,0.046,Scheduling,Can you tell me a secret?,
session_145,2025-03-13 12:15:09,2025-03-13 12:16:09,145.75.32.1,Netherlands,Dutch,1,Positive,Yes,No,https://chatbotlogs.com/session_271,2.76,56,0.017,HR,Do we have a time machine in the office?,2.0
session_146,2025-03-13 13:30:43,2025-03-13 13:39:43,37.77.184.22,Netherlands,Dutch,9,Positive,No,No,https://chatbotlogs.com/session_79,3.15,639,0.192,IT Support,How do I request leave?,
session_147,2025-03-13 19:14:02,2025-03-13 19:24:02,102.54.23.11,Spain,German,8,Negative,No,No,https://chatbotlogs.com/session_272,3.29,328,0.098,Scheduling,How do I reset my password?,4.0
session_148,2025-03-13 19:59:23,2025-03-13 20:08:23,37.77.184.22,Netherlands,Dutch,9,Positive,No,No,https://chatbotlogs.com/session_116,2.46,594,0.178,Scheduling,Who do I contact for payroll issues?,1.0
session_149,2025-03-14 02:30:16,2025-03-14 02:31:16,82.217.56.10,Netherlands,Dutch,2,Negative,No,No,https://chatbotlogs.com/session_103,2.46,126,0.038,IT Support,How do I access my payslip?,
session_150,2025-03-14 02:56:24,2025-03-14 03:05:24,82.217.56.10,Netherlands,Dutch,8,Negative,No,No,https://chatbotlogs.com/session_115,2.45,408,0.122,IT Support,Where can I update my address?,1.0
session_151,2025-03-14 06:25:18,2025-03-14 06:26:18,82.217.56.10,Netherlands,Dutch,1,Positive,Yes,Yes,https://chatbotlogs.com/session_73,2.16,47,0.014,IT Support,What should I do if I have a conflict with my manager?,1.0
session_152,2025-03-14 08:04:40,2025-03-14 08:13:40,203.0.113.42,Germany,Spanish,7,Positive,No,No,https://chatbotlogs.com/session_68,2.43,490,0.147,Personal,How do I swap shifts?,4.0
session_153,2025-03-14 08:04:54,2025-03-14 08:13:54,37.77.184.22,Netherlands,Dutch,8,Positive,No,No,https://chatbotlogs.com/session_83,3.13,456,0.137,IT Support,Where can I update my address?,
session_154,2025-03-14 08:44:27,2025-03-14 08:54:27,37.77.184.22,Netherlands,Dutch,10,Positive,Yes,No,https://chatbotlogs.com/session_111,1.56,460,0.138,Scheduling,How do I become a millionaire overnight?,
session_155,2025-03-14 10:06:31,2025-03-14 10:16:31,102.54.23.11,Spain,Spanish,11,Neutral,No,No,https://chatbotlogs.com/session_208,2.84,781,0.234,Scheduling,How do I swap shifts?,
session_156,2025-03-14 11:14:08,2025-03-14 11:15:08,37.77.184.22,Netherlands,Turkish,2,Negative,No,No,https://chatbotlogs.com/session_134,2.07,144,0.043,IT Support,What are the company policies?,2.0
session_157,2025-03-14 11:30:45,2025-03-14 11:39:45,145.75.32.1,Netherlands,Dutch,11,Positive,No,No,https://chatbotlogs.com/session_45,1.92,517,0.155,Personal,What are the company policies?,5.0
session_158,2025-03-14 13:45:23,2025-03-14 13:55:23,192.168.1.1,Netherlands,French,10,Positive,Yes,Yes,https://chatbotlogs.com/session_253,2.12,720,0.216,General,What are my legal rights if I am terminated?,1.0
session_159,2025-03-14 14:30:45,2025-03-14 14:39:45,82.217.56.10,Netherlands,Dutch,10,Neutral,No,No,https://chatbotlogs.com/session_147,3.29,520,0.156,Scheduling,How do I request leave?,5.0
session_160,2025-03-14 15:21:39,2025-03-14 15:30:39,37.77.184.22,Netherlands,Dutch,6,Positive,No,No,https://chatbotlogs.com/session_306,3.2,264,0.079,IT Support,Who do I contact for payroll issues?,1.0
session_161,2025-03-14 15:41:16,2025-03-14 15:42:16,82.217.56.10,Netherlands,Dutch,1,Negative,No,No,https://chatbotlogs.com/session_61,1.52,75,0.022,Personal,Why can’t I log in?,
session_162,2025-03-14 16:29:55,2025-03-14 16:38:55,37.77.184.22,Netherlands,Dutch,9,Positive,No,No,https://chatbotlogs.com/session_79,3.15,513,0.154,Personal,How do I request leave?,4.0
session_163,2025-03-14 17:25:49,2025-03-14 17:34:49,37.77.184.22,Netherlands,Dutch,9,Negative,No,No,https://chatbotlogs.com/session_174,1.91,576,0.173,IT Support,When do I get paid?,
session_164,2025-03-14 17:36:41,2025-03-14 17:45:41,37.77.184.22,Netherlands,Dutch,6,Negative,No,No,https://chatbotlogs.com/session_21,2.15,450,0.135,Scheduling,How do I request leave?,2.0
session_165,2025-03-14 18:18:54,2025-03-14 18:27:54,145.75.32.1,Netherlands,Polish,8,Positive,Yes,No,https://chatbotlogs.com/session_165,1.84,600,0.18,Scheduling,What is the meaning of life?,5.0
session_166,2025-03-15 06:43:38,2025-03-15 06:44:38,37.77.184.22,Netherlands,Moroccan Arabic,2,Positive,Yes,Yes,https://chatbotlogs.com/session_37,1.68,110,0.033,General,How do I report discrimination in the workplace?,2.0
session_167,2025-03-15 08:12:31,2025-03-15 08:21:31,145.75.32.1,Netherlands,Dutch,6,Neutral,Yes,Yes,https://chatbotlogs.com/session_242,3.3,432,0.13,HR,How do I file a workplace harassment complaint?,5.0
session_168,2025-03-15 11:57:49,2025-03-15 12:06:49,82.217.56.10,Netherlands,Dutch,5,Neutral,No,No,https://chatbotlogs.com/session_177,2.93,380,0.114,IT Support,What are the company policies?,
session_169,2025-03-15 12:47:44,2025-03-15 12:56:44,145.75.32.1,Netherlands,Dutch,8,Negative,Yes,Yes,https://chatbotlogs.com/session_278,2.96,624,0.187,HR,What are my legal rights if I am terminated?,1.0
session_170,2025-03-15 12:51:48,2025-03-15 12:52:48,82.217.56.10,Netherlands,Dutch,2,Positive,Yes,No,https://chatbotlogs.com/session_124,2.03,134,0.04,Scheduling,Can I work from the moon?,5.0
session_171,2025-03-15 15:09:41,2025-03-15 15:19:41,145.75.32.1,Netherlands,Dutch,8,Negative,No,No,https://chatbotlogs.com/session_74,1.64,392,0.118,Personal,How do I contact HR?,
session_172,2025-03-15 15:33:41,2025-03-15 15:42:41,37.77.184.22,Netherlands,Dutch,8,Positive,Yes,No,https://chatbotlogs.com/session_219,2.44,520,0.156,IT Support,Why is the sky blue?,4.0
session_173,2025-03-15 16:51:57,2025-03-15 17:01:57,145.75.32.1,Netherlands,Dutch,8,Positive,No,No,https://chatbotlogs.com/session_62,2.93,328,0.098,Personal,How do I reset my password?,5.0
session_174,2025-03-15 17:18:15,2025-03-15 17:27:15,82.217.56.10,Netherlands,Dutch,6,Positive,Yes,Yes,https://chatbotlogs.com/session_4,1.85,264,0.079,IT Support,How do I report discrimination in the workplace?,4.0
session_175,2025-03-15 17:23:34,2025-03-15 17:24:34,145.75.32.1,Netherlands,Dutch,1,Neutral,Yes,No,https://chatbotlogs.com/session_183,3.03,72,0.022,Scheduling,Is coffee better than tea?,4.0
session_176,2025-03-15 18:51:05,2025-03-15 19:01:05,37.77.184.22,Netherlands,Dutch,5,Positive,Yes,Yes,https://chatbotlogs.com/session_72,3.33,385,0.115,General,What are my legal rights if I am terminated?,
session_177,2025-03-15 19:18:08,2025-03-15 19:27:08,37.77.184.22,Netherlands,Dutch,8,Positive,Yes,No,https://chatbotlogs.com/session_260,2.37,536,0.161,Personal,How do I become a millionaire overnight?,
session_178,2025-03-15 21:28:47,2025-03-15 21:29:47,82.217.56.10,Netherlands,Dutch,1,Positive,No,No,https://chatbotlogs.com/session_230,3.44,69,0.021,IT Support,Why can’t I log in?,
session_179,2025-03-15 22:26:24,2025-03-15 22:27:24,37.77.184.22,Netherlands,Dutch,2,Positive,No,No,https://chatbotlogs.com/session_244,3.27,150,0.045,Scheduling,When do I get paid?,
session_180,2025-03-16 02:46:14,2025-03-16 02:47:14,82.217.56.10,Netherlands,Dutch,1,Positive,Yes,Yes,https://chatbotlogs.com/session_259,3.19,78,0.023,Personal,How do I report discrimination in the workplace?,1.0
session_181,2025-03-16 04:00:34,2025-03-16 04:09:34,145.75.32.1,Netherlands,Turkish,9,Positive,Yes,No,https://chatbotlogs.com/session_162,2.49,441,0.132,HR,Can I bring my pet to work?,3.0
session_182,2025-03-16 06:25:15,2025-03-16 06:34:15,37.77.184.22,Netherlands,Dutch,6,Positive,No,No,https://chatbotlogs.com/session_12,1.63,342,0.103,HR,How do I swap shifts?,1.0
session_183,2025-03-16 07:46:23,2025-03-16 07:47:23,37.77.184.22,Netherlands,Dutch,2,Positive,Yes,Yes,https://chatbotlogs.com/session_197,2.54,110,0.033,IT Support,Can I request a salary adjustment based on performance?,
session_184,2025-03-16 09:13:32,2025-03-16 09:14:32,82.217.56.10,Netherlands,Turkish,2,Positive,Yes,No,https://chatbotlogs.com/session_11,2.54,106,0.032,Scheduling,Can I bring my pet to work?,
session_185,2025-03-16 09:27:20,2025-03-16 09:36:20,82.217.56.10,Netherlands,Dutch,6,Positive,Yes,No,https://chatbotlogs.com/session_129,3.27,384,0.115,Scheduling,How do I get infinite vacation days?,5.0
session_186,2025-03-16 09:54:21,2025-03-16 10:03:21,185.34.56.78,France,Spanish,9,Negative,No,No,https://chatbotlogs.com/session_206,3.24,711,0.213,IT Support,How do I request leave?,5.0
session_187,2025-03-16 10:40:40,2025-03-16 10:49:40,37.77.184.22,Netherlands,Turkish,11,Positive,Yes,No,https://chatbotlogs.com/session_245,2.68,550,0.165,IT Support,Is coffee better than tea?,
session_188,2025-03-16 10:50:34,2025-03-16 10:59:34,37.77.184.22,Netherlands,Dutch,5,Neutral,No,No,https://chatbotlogs.com/session_52,1.79,240,0.072,Personal,How do I reset my password?,
session_189,2025-03-16 13:36:40,2025-03-16 13:45:40,82.217.56.10,Netherlands,Moroccan Arabic,10,Positive,Yes,Yes,https://chatbotlogs.com/session_109,2.34,460,0.138,IT Support,What should I do if I have a conflict with my manager?,
session_190,2025-03-16 13:40:39,2025-03-16 13:50:39,82.217.56.10,Netherlands,Dutch,8,Negative,No,No,https://chatbotlogs.com/session_147,3.29,408,0.122,Scheduling,How do I request leave?,5.0
session_191,2025-03-16 16:19:03,2025-03-16 16:20:03,82.217.56.10,Netherlands,Dutch,2,Positive,No,No,https://chatbotlogs.com/session_41,1.9,112,0.034,Scheduling,Who do I contact for IT help?,4.0
session_192,2025-03-16 17:23:24,2025-03-16 17:32:24,37.77.184.22,Netherlands,Dutch,7,Negative,Yes,No,https://chatbotlogs.com/session_127,3.23,315,0.094,IT Support,What happens if I never log off?,5.0
session_193,2025-03-16 17:41:55,2025-03-16 17:42:55,82.217.56.10,Netherlands,Dutch,2,Neutral,No,No,https://chatbotlogs.com/session_147,3.29,88,0.026,Scheduling,How do I request leave?,5.0
session_194,2025-03-16 18:31:40,2025-03-16 18:32:40,145.75.32.1,Netherlands,Polish,1,Positive,No,No,https://chatbotlogs.com/session_175,1.51,50,0.015,IT Support,What are the company policies?,
session_195,2025-03-17 06:50:04,2025-03-17 06:59:04,82.217.56.10,Netherlands,Polish,5,Positive,Yes,No,https://chatbotlogs.com/session_9,3.03,210,0.063,Personal,What is the meaning of life?,
session_196,2025-03-17 07:33:06,2025-03-17 07:42:06,145.75.32.1,Netherlands,Dutch,9,Positive,No,No,https://chatbotlogs.com/session_8,2.24,576,0.173,Personal,How do I contact HR?,1.0
session_197,2025-03-17 07:36:12,2025-03-17 07:37:12,82.217.56.10,Netherlands,Turkish,1,Neutral,No,No,https://chatbotlogs.com/session_39,2.11,54,0.016,Personal,Can I request more hours?,
session_198,2025-03-17 09:25:13,2025-03-17 09:26:13,145.75.32.1,Netherlands,Polish,1,Positive,No,No,https://chatbotlogs.com/session_92,2.4,61,0.018,General,What are the company policies?,3.0
session_199,2025-03-17 12:46:31,2025-03-17 12:55:31,37.77.184.22,Netherlands,Dutch,7,Positive,Yes,Yes,https://chatbotlogs.com/session_197,2.54,462,0.139,IT Support,Can I request a salary adjustment based on performance?,
session_200,2025-03-17 15:29:42,2025-03-17 15:38:42,82.217.56.10,Netherlands,Dutch,8,Negative,Yes,No,https://chatbotlogs.com/session_51,1.87,520,0.156,General,What happens if I never log off?,
session_201,2025-03-17 16:19:45,2025-03-17 16:28:45,145.75.32.1,Netherlands,Dutch,11,Positive,No,No,https://chatbotlogs.com/session_67,1.81,693,0.208,Personal,Who do I contact for payroll issues?,
session_202,2025-03-17 17:44:25,2025-03-17 17:53:25,82.217.56.10,Netherlands,Dutch,10,Positive,Yes,No,https://chatbotlogs.com/session_88,2.63,650,0.195,HR,Do we have a time machine in the office?,
session_203,2025-03-17 18:58:00,2025-03-17 19:07:00,37.77.184.22,Netherlands,Dutch,7,Positive,No,No,https://chatbotlogs.com/session_69,2.47,392,0.118,Scheduling,How do I contact HR?,2.0
session_204,2025-03-18 05:15:05,2025-03-18 05:16:05,198.51.100.23,Belgium,French,2,Neutral,Yes,No,https://chatbotlogs.com/session_171,2.03,136,0.041,Scheduling,Do we have a time machine in the office?,
session_205,2025-03-18 06:11:33,2025-03-18 06:20:33,82.217.56.10,Netherlands,Turkish,8,Positive,Yes,Yes,https://chatbotlogs.com/session_11,2.54,352,0.106,Personal,What are my legal rights if I am terminated?,
session_206,2025-03-18 07:33:31,2025-03-18 07:42:31,82.217.56.10,Netherlands,Dutch,7,Negative,Yes,Yes,https://chatbotlogs.com/session_167,2.64,294,0.088,HR,Can I take unpaid leave for personal reasons?,1.0
session_207,2025-03-18 09:58:12,2025-03-18 10:08:12,37.77.184.22,Netherlands,Dutch,6,Positive,No,No,https://chatbotlogs.com/session_80,3.33,450,0.135,Scheduling,What are the sick leave policies?,
session_208,2025-03-18 11:32:25,2025-03-18 11:33:25,82.217.56.10,Netherlands,Polish,2,Negative,No,No,https://chatbotlogs.com/session_102,2.69,142,0.043,Personal,How do I reset my password?,5.0
session_209,2025-03-18 11:43:40,2025-03-18 11:52:40,37.77.184.22,Netherlands,Dutch,7,Positive,No,No,https://chatbotlogs.com/session_116,2.46,280,0.084,HR,Who do I contact for payroll issues?,2.0
session_210,2025-03-18 12:14:07,2025-03-18 12:23:07,37.77.184.22,Netherlands,Dutch,5,Negative,Yes,No,https://chatbotlogs.com/session_30,3.49,235,0.07,Personal,Can I bring my pet to work?,1.0
session_211,2025-03-18 13:15:42,2025-03-18 13:24:42,145.75.32.1,Netherlands,Turkish,10,Positive,Yes,No,https://chatbotlogs.com/session_267,1.58,480,0.144,IT Support,Can I bring my pet to work?,5.0
session_212,2025-03-18 14:04:16,2025-03-18 14:13:16,82.217.56.10,Netherlands,Dutch,7,Positive,Yes,Yes,https://chatbotlogs.com/session_217,2.54,511,0.153,HR,Can I take unpaid leave for personal reasons?,
session_213,2025-03-18 15:19:57,2025-03-18 15:28:57,37.77.184.22,Netherlands,Dutch,5,Positive,Yes,No,https://chatbotlogs.com/session_201,1.96,220,0.066,Scheduling,Do we have a time machine in the office?,2.0
session_214,2025-03-18 16:08:48,2025-03-18 16:17:48,37.77.184.22,Netherlands,Dutch,6,Positive,No,No,https://chatbotlogs.com/session_261,1.88,336,0.101,Personal,Who do I contact for payroll issues?,4.0
session_215,2025-03-18 17:11:14,2025-03-18 17:20:14,145.75.32.1,Netherlands,Dutch,7,Positive,Yes,No,https://chatbotlogs.com/session_271,2.76,322,0.097,HR,Do we have a time machine in the office?,2.0
session_216,2025-03-18 18:07:33,2025-03-18 18:16:33,82.217.56.10,Netherlands,Dutch,7,Positive,Yes,Yes,https://chatbotlogs.com/session_154,2.15,441,0.132,Scheduling,How do I file an official grievance against a coworker?,5.0
session_217,2025-03-18 19:58:30,2025-03-18 20:07:30,145.75.32.1,Netherlands,Dutch,11,Negative,Yes,Yes,https://chatbotlogs.com/session_198,3.05,605,0.182,IT Support,Can I take unpaid leave for personal reasons?,5.0
session_218,2025-03-18 20:10:00,2025-03-18 20:11:00,82.217.56.10,Netherlands,Dutch,1,Positive,Yes,No,https://chatbotlogs.com/session_309,3.41,44,0.013,Scheduling,Why is the sky blue?,
session_219,2025-03-18 22:56:29,2025-03-18 23:05:29,82.217.56.10,Netherlands,Dutch,6,Negative,No,No,https://chatbotlogs.com/session_103,2.46,318,0.095,IT Support,How do I access my payslip?,
session_220,2025-03-19 05:19:25,2025-03-19 05:20:25,145.75.32.1,Netherlands,Dutch,1,Positive,Yes,No,https://chatbotlogs.com/session_157,2.95,45,0.013,Scheduling,Can I bring my pet to work?,1.0
session_221,2025-03-19 05:57:08,2025-03-19 05:58:08,145.75.32.1,Netherlands,Turkish,1,Positive,No,No,https://chatbotlogs.com/session_58,2.73,40,0.012,Personal,How do I swap shifts?,5.0
session_222,2025-03-19 08:56:17,2025-03-19 08:57:17,37.77.184.22,Netherlands,Dutch,1,Positive,Yes,No,https://chatbotlogs.com/session_137,2.29,49,0.015,Scheduling,Is coffee better than tea?,2.0
session_223,2025-03-19 09:11:24,2025-03-19 09:20:24,37.77.184.22,Netherlands,Turkish,11,Positive,No,No,https://chatbotlogs.com/session_134,2.07,627,0.188,Scheduling,What are the company policies?,
session_224,2025-03-19 09:25:51,2025-03-19 09:34:51,192.168.1.1,Netherlands,Spanish,5,Positive,Yes,No,https://chatbotlogs.com/session_14,2.73,295,0.088,Personal,Why is the sky blue?,3.0
session_225,2025-03-19 10:45:27,2025-03-19 10:55:27,145.75.32.1,Netherlands,Dutch,7,Positive,No,No,https://chatbotlogs.com/session_45,1.92,392,0.118,General,What are the company policies?,5.0
session_226,2025-03-19 11:05:44,2025-03-19 11:06:44,185.34.56.78,France,German,2,Positive,No,No,https://chatbotlogs.com/session_169,2.84,102,0.031,IT Support,What are the company policies?,5.0
session_227,2025-03-19 14:15:24,2025-03-19 14:16:24,145.75.32.1,Netherlands,Dutch,2,Positive,Yes,Yes,https://chatbotlogs.com/session_295,1.88,88,0.026,Scheduling,Can I take unpaid leave for personal reasons?,
session_228,2025-03-19 15:32:21,2025-03-19 15:33:21,145.75.32.1,Netherlands,Dutch,2,Positive,No,No,https://chatbotlogs.com/session_216,1.59,106,0.032,General,How do I request leave?,
session_229,2025-03-19 16:20:25,2025-03-19 16:29:25,37.77.184.22,Netherlands,Dutch,11,Positive,Yes,No,https://chatbotlogs.com/session_126,3.49,715,0.214,IT Support,Why is the sky blue?,
session_230,2025-03-19 17:08:34,2025-03-19 17:18:34,82.217.56.10,Netherlands,Dutch,9,Positive,Yes,Yes,https://chatbotlogs.com/session_145,2.8,603,0.181,IT Support,How do I file an official grievance against a coworker?,5.0
session_231,2025-03-20 02:39:48,2025-03-20 02:40:48,203.0.113.42,Germany,Spanish,2,Positive,No,No,https://chatbotlogs.com/session_68,2.43,86,0.026,Scheduling,How do I swap shifts?,1.0
session_232,2025-03-20 05:19:17,2025-03-20 05:20:17,82.217.56.10,Netherlands,Dutch,1,Positive,Yes,Yes,https://chatbotlogs.com/session_283,2.3,69,0.021,Scheduling,Who do I talk to about my pension plan options?,4.0
session_233,2025-03-20 08:22:23,2025-03-20 08:31:23,37.77.184.22,Netherlands,Turkish,10,Positive,Yes,Yes,https://chatbotlogs.com/session_75,2.25,790,0.237,General,Can I take unpaid leave for personal reasons?,
session_234,2025-03-20 09:19:49,2025-03-20 09:28:49,145.75.32.1,Netherlands,Dutch,10,Positive,No,No,https://chatbotlogs.com/session_213,2.6,510,0.153,Scheduling,How do I access my payslip?,4.0
session_235,2025-03-20 10:13:10,2025-03-20 10:23:10,37.77.184.22,Netherlands,Dutch,11,Positive,No,No,https://chatbotlogs.com/session_194,1.6,748,0.224,General,How do I reset my password?,
session_236,2025-03-20 10:26:06,2025-03-20 10:36:06,145.75.32.1,Netherlands,Turkish,8,Positive,Yes,No,https://chatbotlogs.com/session_36,3.01,344,0.103,General,Can I bring my pet to work?,1.0
session_237,2025-03-20 10:47:49,2025-03-20 10:57:49,145.75.32.1,Netherlands,Dutch,5,Positive,No,No,https://chatbotlogs.com/session_7,3.38,205,0.062,IT Support,How do I contact HR?,
session_238,2025-03-20 13:02:58,2025-03-20 13:11:58,145.75.32.1,Netherlands,Polish,5,Positive,Yes,No,https://chatbotlogs.com/session_165,1.84,245,0.074,Scheduling,What is the meaning of life?,5.0
session_239,2025-03-20 16:49:10,2025-03-20 16:58:10,37.77.184.22,Netherlands,Turkish,10,Positive,Yes,Yes,https://chatbotlogs.com/session_255,1.59,430,0.129,Scheduling,Can I take unpaid leave for personal reasons?,
session_240,2025-03-21 06:11:56,2025-03-21 06:12:56,82.217.56.10,Netherlands,Dutch,1,Positive,No,No,https://chatbotlogs.com/session_130,2.45,45,0.013,IT Support,Where is the break room?,1.0
session_241,2025-03-21 08:03:34,2025-03-21 08:13:34,37.77.184.22,Netherlands,Dutch,11,Negative,No,No,https://chatbotlogs.com/session_174,1.91,572,0.172,IT Support,When do I get paid?,
session_242,2025-03-21 13:32:41,2025-03-21 13:33:41,145.75.32.1,Netherlands,Dutch,2,Negative,No,No,https://chatbotlogs.com/session_74,1.64,110,0.033,Personal,How do I contact HR?,
session_243,2025-03-21 15:03:22,2025-03-21 15:13:22,145.75.32.1,Netherlands,Polish,8,Negative,No,No,https://chatbotlogs.com/session_163,2.12,544,0.163,Scheduling,Where can I update my address?,
session_244,2025-03-21 15:13:21,2025-03-21 15:22:21,145.75.32.1,Netherlands,Dutch,10,Positive,Yes,No,https://chatbotlogs.com/session_24,2.77,450,0.135,Personal,How do I become a millionaire overnight?,
session_245,2025-03-21 15:52:00,2025-03-21 16:01:00,145.75.32.1,Netherlands,Dutch,7,Positive,No,No,https://chatbotlogs.com/session_181,1.95,497,0.149,Scheduling,How do I reset my password?,5.0
session_246,2025-03-21 17:44:58,2025-03-21 17:53:58,37.77.184.22,Netherlands,Dutch,6,Negative,No,No,https://chatbotlogs.com/session_174,1.91,366,0.11,IT Support,When do I get paid?,
session_247,2025-03-21 17:59:06,2025-03-21 18:09:06,192.168.1.1,Netherlands,Spanish,10,Positive,Yes,No,https://chatbotlogs.com/session_195,1.69,460,0.138,Scheduling,What happens if I never log off?,
session_248,2025-03-22 01:20:49,2025-03-22 01:29:49,145.75.32.1,Netherlands,Dutch,8,Positive,No,No,https://chatbotlogs.com/session_132,2.99,624,0.187,Scheduling,Who do I contact for IT help?,5.0
session_249,2025-03-22 02:59:10,2025-03-22 03:09:10,37.77.184.22,Netherlands,Dutch,8,Positive,Yes,No,https://chatbotlogs.com/session_191,2.77,440,0.132,IT Support,How do I become a millionaire overnight?,
session_250,2025-03-22 07:36:29,2025-03-22 07:37:29,37.77.184.22,Netherlands,Polish,1,Positive,Yes,Yes,https://chatbotlogs.com/session_31,3.09,68,0.02,Personal,How do I dispute an incorrect payroll deduction?,5.0
session_251,2025-03-22 07:44:40,2025-03-22 07:53:40,102.54.23.11,Spain,French,6,Negative,Yes,No,https://chatbotlogs.com/session_19,2.22,426,0.128,Personal,Can you tell me a secret?,1.0
session_252,2025-03-22 08:51:22,2025-03-22 08:52:22,37.77.184.22,Netherlands,Dutch,2,Positive,Yes,No,https://chatbotlogs.com/session_214,3.19,142,0.043,Scheduling,What happens if I never log off?,5.0
session_253,2025-03-22 09:49:57,2025-03-22 09:58:57,145.75.32.1,Netherlands,Polish,10,Positive,No,No,https://chatbotlogs.com/session_277,3.24,600,0.18,Scheduling,How do I access my payslip?,5.0
session_254,2025-03-22 13:05:12,2025-03-22 13:15:12,37.77.184.22,Netherlands,Dutch,11,Positive,Yes,Yes,https://chatbotlogs.com/session_54,2.19,451,0.135,Scheduling,What are my legal rights if I am terminated?,1.0
session_255,2025-03-22 13:36:24,2025-03-22 13:37:24,37.77.184.22,Netherlands,Dutch,1,Positive,Yes,Yes,https://chatbotlogs.com/session_34,3.41,43,0.013,Personal,Can I request a salary adjustment based on performance?,1.0
session_256,2025-03-22 15:59:16,2025-03-22 16:09:16,145.75.32.1,Netherlands,Dutch,7,Positive,Yes,No,https://chatbotlogs.com/session_290,2.68,287,0.086,IT Support,Can I work from the moon?,
session_257,2025-03-22 16:19:54,2025-03-22 16:20:54,37.77.184.22,Netherlands,Dutch,1,Positive,No,No,https://chatbotlogs.com/session_21,2.15,60,0.018,Personal,How do I request leave?,1.0
session_258,2025-03-22 16:21:52,2025-03-22 16:22:52,145.75.32.1,Netherlands,Dutch,2,Positive,No,No,https://chatbotlogs.com/session_307,2.12,114,0.034,IT Support,When do I get paid?,4.0
session_259,2025-03-22 19:58:30,2025-03-22 19:59:30,145.75.32.1,Netherlands,Dutch,2,Neutral,No,No,https://chatbotlogs.com/session_90,2.98,136,0.041,Personal,Who do I contact for payroll issues?,
session_260,2025-03-23 04:16:07,2025-03-23 04:25:07,185.34.56.78,France,English,7,Neutral,Yes,No,https://chatbotlogs.com/session_274,2.88,497,0.149,Scheduling,Is coffee better than tea?,5.0
session_261,2025-03-23 05:20:24,2025-03-23 05:29:24,145.75.32.1,Netherlands,Dutch,5,Positive,Yes,No,https://chatbotlogs.com/session_202,2.65,290,0.087,IT Support,What happens if I never log off?,1.0
session_262,2025-03-23 08:22:13,2025-03-23 08:23:13,82.217.56.10,Netherlands,Dutch,1,Positive,Yes,Yes,https://chatbotlogs.com/session_55,3.26,54,0.016,Scheduling,Who do I talk to about my pension plan options?,
